"REC" "FRE" "MON" "CC_CARD" "AVRG" "PC_CALC20" "PSWEATERS" "PKNIT_TOPS" "PKNIT_DRES" "PBLOUSES" "PJACKETS" "PCAR_PNTS" "PCAS_PNTS" "PSHIRTS" "PDRESSES" "PSUITS" "POUTERWEAR" "PJEWELRY" "PFASHION" "PLEGWEAR" "PCOLLSPND" "AMSPEND" "PSSPEND" "CCSPEND" "AXSPEND" "OMONSPEND" "PREVPD" "GMP" "PROMOS" "DAYS" "FREDAYS" "MARKDOWN" "CLASSES" "COUPONS" "STYLES" "STORES" "STORELOY" "VALPHON" "WEB" "MAILED" "RESPONDED" "RESPONSERATE" "LTFREDAY" "CLUSTYPE" "PERCRET" "RESP" "hi_trans" "amount23" "amount456"
193 6 113.97 1 18.99 16 0.32 0 0 0.08 0 0.17 0 0 0 0 0 0.02 0.05 0 0 0 69.98 43.99 0 0 0 0.31 12 474 79 0.33 6 0 9 4 2535 "Y" 0 3 0 0 15.8 10 0.5 0 2.67414864942653 0 0
301 1 161.09 1 161.09 11 0 0 0 0.27 0 0 0 0 0 0.72 0 0 0 0 0 0 0 161.09 0 0 0 0.58 4 301 301 0.1 2 0 2 1 684 "Y" 0 1 0 0 301 1 0 0 4.09817056705563 0 0
244 1 190 0 190 16 0 0 0.3 0.35 0 0.33 0 0 0 0 0 0 0 0 0 0 132 58 0 0 0 0.66 8 581 581 0 3 0 5 2 1693 "N" 0 4 0 0 193.66 4 0 0 3.51064951522324 0 0
18 2 89.49 0 44.74 11 0.68 0 0.31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 89.49 0 12.5 0 0.39 4 293 146.5 0.45 3 0 4 2 111 "Y" 0 1 0 0 73.25 12 0 0 4.04322669104349 0 0
59 8 799.6 1 99.95 16 0.09 0.02 0 0.05 0.2 0.1 0.22 0 0 0 0 0 0 0 0 0 612.07 187.53 0 0 0 0.6 15 527 65.87 0.18 10 1 23 2 2769 "Y" 0 10 1 10 25.09 39 0.38 0 2.4748563139345 139.53 0
281 1 76.49 0 76.49 11 0 0 0 0 0 0 0 0 0.91 0 0 0.08 0 0 0 0 0 76.49 0 0 0 0.51 3 281 281 0.07 2 0 2 1 146 "N" 0 2 0 0 281 11 0 0 4.43604122298012 0 0
93 1 142.98 0 142.98 16 0 0 0 0 0 0 0 0 0.89 0 0 0 0.1 0 0 0 127.99 14.99 0 0 0 0.57 4 93 93 0.16 2 0 3 2 556 "Y" 0 0 0 0 15.5 10 0 0 4.39728463706286 0 142.98
19 4 1139.38 1 284.84 11 0.2 0 0 0.11 0.18 0.24 0 0.05 0 0 0 0.04 0.05 0 0.09 0 0 1139.38 0 55 0 0.62 14 236 59 0.15 11 1 38 1 917 "Y" 0 4 1 25 29.5 1 0.11 0 2.79177841663292 289.88 0
361 1 451.99 0 451.99 16 0.21 0.02 0 0 0.32 0.14 0.25 0 0 0 0 0.03 0 0 0 0 436.99 15 0 0 0 0.63 13 361 361 0.08 6 0 11 2 2678 "Y" 0 6 0 0 180.5 4 0 0 3.1896529661913 0 0
57 3 110.98 0 36.99 11 0 0 0 0.16 0 0 0.16 0 0 0 0 0 0 0.67 0 0 35.98 75 0 0 25 0.48 9 673 224.33 0.33 3 0 8 2 62 "Y" 0 2 0 0 67.3 16 0 0 3.93025577368921 60.98 0
266 2 241.07 0 120.53 11 0 0 0 0.33 0.55 0 0 0 0 0 0 0.08 0.03 0 0 0 0 241.07 0 0 0 0.46 9 287 143.5 0.35 5 0 8 1 4537 "N" 0 3 0 0 143.5 20 0 0 3.75302727393769 0 0
307 1 230.4 1 230.4 11 0.19 0 0 0 0.38 0.23 0 0.19 0 0 0 0 0 0 0.61 0 177.3 53.1 0 0 0 0.64 14 307 307 0.16 4 0 5 2 245 "Y" 0 5 0 0 102.33 40 0 0 4.18479446514417 0 0
104 5 186.43 1 37.28 11 0.26 0 0 0.14 0 0.22 0.12 0 0 0 0 0.05 0.12 0.06 0 0 49.51 136.92 0 0 0 0.01 13 638 127.6 0.49 10 1 15 2 453 "Y" 0 7 2 28.57 21.26 16 0 0 2.88926002904347 0 112.86
194 2 122.5 0 61.25 11 0.31 0.15 0.06 0.47 0 0 0 0 0 0 0 0 0 0 0 0 0 122.5 0 0 0 0.63 15 420 210 0.05 4 0 5 1 152 "Y" 0 10 1 10 140 23 0 0 3.55019193434004 0 0
140 2 102.99 0 51.49 16 0.19 0 0 0.28 0 0 0 0.52 0 0 0 0 0 0 0 0 83 19.99 0 0 0 0.66 1 339 169.5 0.08 3 0 3 2 2593 "Y" 0 0 0 0 169.5 1 0 0 3.66816641251639 0 83
4 5 1103.37 1 220.67 11 0.23 0 0.01 0.08 0.15 0.15 0.06 0.07 0.11 0 0 0 0.05 0.01 0.14 0 0 833.44 269.93 269.93 233.04 0.64 20 355 71 0.11 14 1 28 2 181 "Y" 0 5 1 20 25.35 6 0.04 0 2.73954886816158 0 460
167 5 286.48 0 57.29 11 0.12 0 0.02 0 0.39 0.25 0 0 0 0 0 0 0 0.01 0 0 139 147.48 0 0 29.99 0.3 17 462 92.4 0.24 8 0 11 2 647 "Y" 0 9 2 22.22 38.5 38 0.22 0 3.17387845893747 0 45
162 2 93.97 0 46.98 11 0.56 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 93.97 0 0 0 0.47 11 391 195.5 0.12 3 0 4 2 304 "N" 0 3 0 0 130.33 10 0.21 0 3.64909858410209 0 29.99
115 17 1726.54 1 101.56 11 0.25 0.04 0.007334 0.05 0.04 0.13 0.13 0.08 0.02 0 0 0.02 0.02 0.009653 0.07 0 400.33 1326.21 0 0 121.99 0.59 24 700 41.17 0.17 19 3 64 4 721 "Y" 0 8 5 62.5 13.72 11 0.18 1 2.507971922719 0 552.16
152 2 360.49 0 180.24 16 0.03 0.1 0 0.14 0 0.15 0.28 0 0.27 0 0 0 0 0 0 0 196.67 163.82 0 0 0 0.53 6 388 194 0.11 7 1 10 2 2681 "Y" 0 2 0 0 64.66 4 0 0 3.06385810260159 0 202.99
129 2 437.95 1 218.97 11 0.16 0 0 0.04 0.3 0.1 0.21 0 0 0 0 0.07 0.05 0 0 0 0 437.95 0 0 0 0.62 17 686 343 0.06 11 0 14 1 4566 "Y" 0 7 1 14.29 62.36 38 0.04 0 2.91939104029727 0 265.95
327 1 98 0 98 11 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 98 0 0 98 0.66 3 327 327 0 1 0 2 1 4545 "Y" 0 2 0 0 163.5 16 0 0 4.60517018598809 0 0
167 6 706.96 1 117.82 11 0.05 0 0 0.07 0.09 0.11 0.04 0.14 0 0 0.12 0 0 0 0.09 0 0 706.96 0 0 0 0.63 7 640 106.66 0.18 9 1 17 2 262 "Y" 0 0 0 0 49.23 20 0.52 0 2.07065303564676 0 444
18 25 2130.73 1 85.22 11 0.11 0.04 0.05 0.01 0.07 0.05 0.09 0.05 0.02 0 0.01 0 0.04 0.01 0 0 807.87 1187.94 134.92 0 587.85 0.57 27 683 27.32 0.23 21 12 110 8 995 "Y" 0 10 7 70 5.13 32 0.64 1 1.45395300959371 577.95 724.98
169 3 346.66 0 115.55 11 0.19 0.03 0 0.08 0.24 0 0 0.27 0.14 0 0 0 0.02 0 0 0 59.48 147.22 139.96 0 0 0.48 9 351 117 0.26 8 0 12 3 1638 "Y" 0 2 0 0 58.5 5 0 0 3.00568260440716 0 94.98
216 1 100 0 100 11 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 100 0 0 0 0.32 4 216 216 0.49 1 0 1 1 17 "Y" 0 2 0 0 216 38 0 0 4.60517018598809 0 0
271 1 239.5 0 239.5 11 0 0 0.33 0 0 0 0 0 0 0 0.58 0 0.08 0 0 0 80 159.5 0 0 0 0.6 6 642 642 0.36 3 0 4 2 2729 "Y" 0 2 0 0 128.4 4 0 0 3.82384731452442 0 0
79 3 409.75 0 136.58 11 0.18 0 0 0.19 0.44 0.12 0 0 0 0 0 0.01 0.04 0 0 0 0 409.75 0 0 0 0.64 17 486 162 0.14 8 0 10 1 354 "Y" 0 10 3 30 69.42 5 0 0 3.35025490292458 137 0
127 13 270.18 0 20.78 11 0.13 0 0.15 0.06 0 0.05 0 0 0 0 0 0 0 0 0 0 29 241.18 0 0 0 0.6 19 357 27.46 0.09 7 0 18 3 4577 "N" 0 6 1 16.67 18.78 18 1.44 0 1.56861591791385 0 92.23
6 6 890.7 1 148.45 11 0.25 0.01 0.05 0.06 0.05 0.006725 0.09 0.11 0.17 0 0 0.05 0.04 0.06 0 0 76.98 623.8 189.92 255.98 0 0.47 15 581 96.83 0.21 18 1 37 4 53 "Y" 0 9 3 33.33 25.26 6 0 0 2.63260800593535 0 346.88
40 2 536.11 1 268.05 11 0.32 0 0 0 0.22 0.27 0 0 0 0 0 0 0.1 0.06 0.09 158.98 0 377.13 0 0 0 0.41 1 47 23.5 0.4 8 1 23 2 304 "Y" 0 0 0 0 9.4 25 0 0 3.25037449192757 536.11 0
19 2 108.48 0 54.24 11 0.92 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71.49 36.99 0 88.49 0 0.45 18 487 243.5 0.3 3 0 6 2 4515 "Y" 0 7 1 14.29 22.13 8 0 1 4.45840880459269 0 19.99
2 3 172.96 0 57.65 16 0.15 0 0 0 0.14 0 0 0.05 0.09 0 0 0 0 0 0 0 94.99 77.97 0 0 0 0.44 9 510 170 0.35 8 0 16 2 1603 "Y" 1 7 0 0 56.66 10 1.17 0 1.78674692740451 172.96 0
12 19 2255.67 1 118.71 16 0.16 0.03 0 0.07 0.2 0.25 0.05 0 0.01 0.04 0 0 0.01 0.03 0 0 2223.66 32.01 0 260.99 121.87 0.56 21 691 36.36 0.2 20 8 73 5 2758 "Y" 0 8 6 75 10.63 18 0.11 0 2.69124308278583 -14.01 512.09
28 23 736.21 0 32 16 0.13 0 0.02 0.04 0.17 0.13 0 0.02 0.03 0 0 0 0 0.01 0.09 0 526.96 209.25 0 5.6 189.75 0.53 16 358 15.56 0.25 16 0 41 4 2869 "N" 0 6 3 50 8.95 36 0.69 0 2.08691355651854 91.88 158
50 1 226.43 0 226.43 11 0.23 0 0 0 0.47 0.25 0 0 0 0 0 0 0.03 0 0 0 0 226.43 0 0 0 0.37 0 50 50 0.4 4 0 8 1 4675 "Y" 0 0 0 0 50 1 0 0 3.55134004009187 226.43 0
254 1 126.47 0 126.47 11 0.11 0 0 0 0.66 0 0 0 0.22 0 0 0 0 0 0 0 0 126.47 0 0 0 0.22 5 254 254 0.33 3 0 4 1 4565 "N" 0 2 0 0 254 4 0 0 3.91800507710569 0 0
142 1 97.5 0 97.5 11 0 0 0 0 0 0 0.29 0 0 0 0 0.1 0.6 0 0 0 0 97.5 0 0 0 0.66 2 142 142 0.16 3 0 4 1 89 "Y" 0 0 0 0 142 5 0 0 3.82624722840674 0 97.5
105 2 197.96 0 98.98 11 0 0 0 0.32 0 0 0.19 0.17 0.3 0 0 0 0 0 0 0 0 197.96 0 0 0 0.33 5 271 135.5 0.13 5 0 5 1 4563 "Y" 0 0 0 0 135.5 15 0 0 3.28203839982584 0 127.99
79 2 352.68 0 176.34 11 0.05 0 0 0.13 0.3 0 0.06 0.31 0 0 0 0.07 0 0.04 0 0 0 352.68 0 0 0 0.69 21 540 270 0.01 8 0 9 2 4532 "Y" 0 10 2 20 67.5 1 0 0 3.1271990362963 226.69 125.99
28 4 1303.33 1 325.83 11 0.2 0 0 0.14 0.17 0.11 0.05 0.1 0.03 0.13 0 0 0.01 0.01 0.03 0 0 890.39 412.94 412.94 0 0.65 16 536 134 0.1 13 1 29 3 4277 "Y" 0 9 2 22.22 44.66 5 0 0 2.6658383522929 0 200.99
313 1 187.48 0 187.48 11 0 0.13 0.47 0.07 0 0 0 0.19 0 0 0 0 0.12 0 0 0 29.25 158.23 0 0 187.48 0.54 12 313 313 0.24 6 0 8 2 4554 "N" 0 3 0 0 156.5 8 0 0 3.39752397629585 0 0
136 3 297.98 0 99.32 11 0.15 0 0.05 0.15 0.28 0.17 0 0 0 0 0 0 0 0.03 0 0 19 278.98 0 0 0 0.66 5 569 189.66 0.007153 7 0 9 2 597 "Y" 0 2 0 0 47.41 15 0.16 1 2.79606107842492 0 19
47 2 91.89 0 45.94 16 0.8 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0 32.39 59.5 0 0 0 0.32 0 460 230 0.46 3 0 3 2 2893 "Y" 0 0 0 0 51.11 12 0 0 4.22697972001481 32.39 0
32 16 1476.47 1 92.27 11 0.21 0.02 0 0.08 0.05 0.12 0.01 0.04 0.02 0.29 0 0.01 0.01 0.06 0.09 0 0 1476.47 0 0 0 0.54 22 538 33.62 0.22 17 6 52 3 588 "Y" 0 9 6 66.67 11.95 28 0.02 0 2.86505394991188 95.05 619.13
212 2 114.95 0 57.47 11 0 0 0 0 0.47 0 0.17 0.13 0 0 0 0.08 0 0.13 0 0 0 114.95 0 0 0 0 13 557 278.5 0.4 5 0 8 2 300 "Y" 0 7 1 14.29 69.62 24 0 0 3.40352799700044 0 0
258 3 357.25 1 119.08 16 0.65 0 0 0 0 0 0.08 0.1 0 0 0 0 0 0.01 0 0 323.25 34 0 0 378 0.58 15 700 233.33 0.23 4 0 13 3 2834 "Y" 0 9 2 22.22 43.75 1 0.15 0 3.81330703248899 0 0
54 2 456.81 1 228.4 11 0.23 0 0 0.14 0.15 0.09 0 0.2 0.09 0 0 0 0 0.06 0 0 247.44 194.37 15 0 0 0.51 4 104 52 0.17 7 1 14 3 300 "Y" 0 2 0 0 5.2 10 0 1 2.80699014895711 15 441.81
27 6 306.18 0 51.03 11 0.5 0 0 0 0.13 0 0 0 0.1 0 0 0 0 0 0 0 0 306.18 0 60.01 0 0.27 15 579 96.5 0.38 6 0 17 2 685 "N" 0 10 1 10 24.12 1 0.51 0 3.36141651165031 80.96 0
222 4 516.93 0 129.23 16 0.17 0 0.21 0 0.11 0.11 0.19 0.07 0 0 0 0 0.04 0.06 0.11 0 454.93 62 0 0 0 0.61 10 568 142 0.06 10 0 18 3 2827 "Y" 0 6 0 0 56.8 16 0 0 2.80759383143847 0 0
53 6 237.9 0 39.65 11 0.57 0.01 0 0.15 0 0 0 0 0.13 0 0 0 0 0 0 0 56.98 180.92 0 0 0 0.41 7 579 96.5 0.17 6 0 13 2 2664 "Y" 0 1 0 0 52.63 5 0.14 0 3.60956564739421 50.98 160.93
30 8 306.33 0 38.29 11 0.06 0.05 0.09 0.01 0.16 0.11 0.09 0.23 0 0 0 0.006496 0.15 0 0 0 10 296.33 0 7.5 168.88 0 14 607 75.87 0.27 13 0 26 3 588 "Y" 0 6 1 16.67 31.94 15 0 0 2.66792241001143 25.48 0
50 3 71.97 0 23.99 11 0.24 0 0 0.41 0 0 0 0 0.33 0 0 0 0 0 0 0 0 71.97 0 0 0 0.36 1 381 127 0.39 3 0 3 2 588 "Y" 0 0 0 0 63.5 18 0 0 3.54731588979215 41.98 0
42 2 116.28 0 58.14 11 0.55 0 0 0 0 0.21 0.17 0 0 0 0 0.06 0 0 0 0 14.99 101.29 0 0 0 0.39 15 392 196 0.39 4 0 7 2 2867 "Y" 0 5 0 0 65.33 38 0 0 3.64309726145881 34.78 0
117 3 127.96 0 42.65 11 0.15 0 0 0 0 0 0 0.45 0.39 0 0 0 0 0 0 0 0 127.96 0 0 0 0.49 7 440 146.66 0.08 3 0 3 1 4598 "Y" 0 1 0 0 110 43 0 0 3.64362054770832 0 127.96
12 4 290.55 0 72.63 11 0.26 0.02 0 0.18 0 0.16 0.08 0.09 0 0 0 0 0 0 0.16 0 29 261.55 0 0 151 0.57 14 316 79 0.17 8 0 10 4 301 "N" 0 3 0 0 52.66 15 0.21 0 2.86048512414597 45.09 0
39 6 161.71 0 26.95 11 0.45 0 0 0.07 0 0 0 0 0 0 0 0 0.06 0 0 0 0 83.75 77.96 0 0 0.57 17 634 105.66 0.18 4 1 10 2 4730 "N" 0 9 1 11.11 35.22 10 0.69 1 3.05917644611053 47 36.75
15 5 300.98 0 60.19 11 0.26 0 0 0 0 0.13 0.23 0 0 0 0 0 0.21 0 0 0 0 300.98 0 130 0 0.66 15 583 116.6 0.12 6 1 11 2 394 "Y" 1 9 2 22.22 53 18 0.17 0 2.94074796522123 0 170.98
12 7 979.41 1 139.91 11 0.41 0.005095 0 0.22 0.09 0.06 0.05 0.01 0.11 0 0 0 0.01 0.006218 0 0 513.42 465.99 0 470.98 0 0.44 16 649 92.71 0.29 13 0 39 4 496 "Y" 0 9 2 22.22 23.17 4 0 0 3.21607189753547 0 0
49 3 544.99 0 181.66 16 0.28 0 0.06 0 0.18 0.1 0 0.21 0.14 0 0 0 0 0 0.28 0 446.99 98 0 0 378.99 0.69 14 477 159 0 8 0 11 2 5075 "Y" 0 5 0 0 36.69 1 0 1 3.34073941262504 98 0
5 12 1074 1 89.5 19 0.2 0.07 0.05 0.02 0.14 0.03 0.02 0 0.01 0 0 0.04 0.02 0.005742 0 0 29 269.48 775.52 173.31 445.39 0.52 26 462 38.5 0.12 20 3 86 4 4211 "Y" 0 8 4 50 15.4 4 0.54 1 2.06178660644112 142.91 151.75
182 1 213.96 0 213.96 16 0 0 0.09 0.11 0 0 0 0 0 0.65 0 0 0 0.13 0 0 184.98 28.98 0 0 0 0.61 5 182 182 0.1 4 0 7 2 2534 "Y" 0 4 0 0 22.75 4 0 0 3.84759114526876 0 0
11 5 201.96 0 40.39 11 0.38 0 0 0 0 0 0 0.24 0.24 0 0 0 0 0.12 0 0 0 201.96 0 25 0 0.54 4 108 21.6 0.21 4 0 7 1 447 "Y" 0 0 0 0 18 4 0 0 3.34814816057234 48.99 127.97
4 4 584 1 146 16 0.04 0.02 0 0.13 0.38 0.11 0 0.18 0 0 0 0 0.04 0.06 0.16 0 555.83 28.17 0 25 0 0.67 18 641 160.25 0.02 10 0 15 5 2739 "Y" 0 8 0 0 45.78 10 0 0 3.23238417489299 235 324
110 4 179.97 1 44.99 11 0.54 0 0.09 0 0 0.02 0.02 0.26 0 0 0 0 0.04 0 0 7.5 0 172.47 0 0 0 0.31 23 663 165.75 0.26 7 0 9 2 462 "Y" 0 9 0 0 33.15 10 0 0 3.63098547569503 0 49.98
56 2 95.16 1 47.58 16 0.38 0 0 0.05 0.34 0.22 0 0 0 0 0 0 0 0 0 0 70.17 24.99 0 0 0 0.04 1 166 83 0.4 4 1 5 2 2652 "Y" 0 0 0 0 83 23 0 0 3.44871689763013 70.17 24.99
41 1 122.55 0 122.55 16 0.22 0.12 0 0.14 0 0.48 0 0 0 0 0 0.02 0 0 0.48 0 80.58 41.97 0 0 0 0.4 0 41 41 0.26 6 0 7 2 582 "Y" 0 0 0 0 10.25 23 0 0 4.00787849107167 122.55 0
31 8 993.47 1 124.18 11 0.33 0.01 0 0.21 0.28 0.1 0 0 0 0 0 0 0 0 0 0 0 937.48 55.99 0 167.24 0.55 17 565 70.62 0.23 8 3 31 3 264 "Y" 0 9 3 33.33 14.12 10 0.04 1 3.22525543183224 139 55.99
52 7 595.66 1 85.09 16 0.21 0 0 0.03 0.23 0.03 0 0.14 0.21 0 0 0.05 0.03 0.03 0.13 0 314.45 281.21 0 0 143.23 0.24 16 314 44.85 0.4 13 2 31 2 2801 "Y" 0 5 2 40 14.27 8 0 0 2.96475746925456 107.95 108.99
358 1 101.99 0 101.99 16 0 0 0 0.21 0.78 0 0 0 0 0 0 0 0 0 0 0 79.99 22 0 0 0 0.56 6 358 358 0.17 2 0 2 2 2600 "N" 0 4 0 0 179 2 0 0 4.19207605071544 0 0
20 14 158.2 0 11.3 11 0.22 0 0.08 0 0 0 0.11 0 0.08 0 0 0 0.002856 0 0 0 0 220.22 45.98 45.98 85.5 0.5 20 671 47.92 0.23 10 1 21 5 4127 "Y" 0 7 3 42.86 23.96 10 2.32 0 2.27726728500976 12.38 82.85
306 1 187.95 0 187.95 16 0.68 0.05 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 79.97 107.98 0 0 0 0.52 17 306 306 0.04 4 0 7 2 2594 "Y" 0 7 0 0 76.5 7 0 0 3.98359920391737 0 0
43 7 731.17 0 104.45 16 0.09 0.04 0.18 0.02 0.33 0.1 0 0.11 0.07 0 0 0.006838 0 0.02 0.13 0 708.92 22.25 0 0 0 0.57 15 697 99.57 0.18 12 1 23 2 2596 "Y" 0 9 2 22.22 25.81 1 0 1 3.0243197304059 77.97 156.46
81 6 1151.4 1 191.9 16 0.15 0.01 0 0.08 0.24 0 0.08 0.11 0.12 0 0.12 0.008685 0.01 0.04 0.19 0 636.93 514.47 0 0 0 0.62 16 546 91 0.21 14 0 32 4 2619 "Y" 0 7 2 28.57 24.81 11 0 0 2.89259151463448 240.96 127.98
196 3 176 0 58.66 11 0.14 0 0 0 0.15 0 0 0.08 0 0 0 0 0 0 0 0 0 176 0 0 0 0.74 16 482 160.66 0 4 0 5 1 4579 "Y" 0 8 1 12.5 96.4 15 1.58 0 1.66013102674962 0 0
114 1 146 1 146 16 0.67 0 0 0 0 0 0 0.32 0 0 0 0 0 0 0 0 49 97 0 0 0 0.64 4 114 114 0.1 2 0 5 2 2741 "Y" 0 1 0 0 38 3 0 0 4.02284856051703 0 146
9 7 1409.97 1 201.42 11 0.15 0.02 0.008605 0 0.25 0.18 0.05 0 0 0 0.09 0 0.1 0.03 0.07 0 0 1409.97 0 105 185.99 0.57 18 699 99.85 0.26 13 1 40 2 306 "Y" 0 7 2 28.57 58.25 11 0.09 0 2.72523502585631 0 0
248 1 113.98 0 113.98 11 0.35 0 0 0 0 0.51 0 0 0 0 0 0 0 0.13 0.51 0 5 108.98 0 0 0 0.59 1 248 248 0.18 3 0 6 2 94 "N" 0 1 0 0 124 15 0 0 4.21390379727974 0 0
122 1 435.99 0 435.99 11 0.08 0 0 0.08 0.45 0.13 0 0.11 0 0 0 0 0.03 0.09 0.36 0 143.66 292.33 0 0 0 0.69 2 515 515 0.03 7 1 10 2 375 "Y" 0 0 0 0 103 50 0 0 3.66304869407941 0 435.99
291 1 154.73 0 154.73 11 0.27 0 0 0 0.4 0.31 0 0 0 0 0 0 0 0 0 0 0 154.73 0 0 0 0.49 13 424 424 0.27 3 0 4 1 483 "Y" 0 4 0 0 212 18 0 0 3.53310245254209 0 0
127 4 185.45 0 46.36 11 0.3 0 0 0 0 0 0.05 0 0.05 0 0 0 0.29 0.29 0 0 12.96 172.49 0 0 0 0.2 11 630 157.5 0.33 10 0 21 3 484 "Y" 0 6 1 16.67 45 10 0 0 3.29990266351057 0 85.45
55 4 398.36 1 99.59 11 0.04 0 0.21 0.22 0.09 0 0.22 0.03 0.12 0 0 0 0.03 0 0 0 0 398.36 0 0 0 0.43 5 573 143.25 0.28 10 1 16 1 463 "Y" 0 2 0 0 38.2 10 0 1 2.87807423008576 48.49 104.97
266 1 73.73 0 73.73 11 0.67 0 0 0 0 0 0 0.18 0 0 0 0 0.13 0 0 0 0 73.73 0 0 0 0.2 4 595 595 0.32 3 0 4 1 595 "Y" 0 4 0 0 85 16 0 0 3.93084475966873 0 0
58 6 514.84 1 85.8 11 0.22 0.03 0 0.08 0.2 0.05 0.05 0.03 0 0.2 0.05 0 0.02 0.009712 0 0 0 458.87 55.97 0 0 0.21 21 382 63.66 0.3 13 1 21 2 4248 "Y" 0 7 2 28.57 47.75 10 0 0 2.73954886816158 174.96 149.93
8 9 1159.19 1 128.79 11 0.2 0.01 0.11 0.11 0.2 0.08 0 0.11 0.11 0 0 0.02 0.01 0 0.09 0 49 1110.19 0 184 0 0.56 22 649 72.11 0.22 14 2 36 3 588 "Y" 0 10 5 50 30.9 7 0 0 2.70738331211451 0 437.72
101 1 175.93 1 175.93 11 0.08 0 0 0 0.4 0.3 0.19 0 0 0 0 0 0 0 0.3 0 0 175.93 0 0 0 0.58 4 101 101 0.13 4 1 4 1 4629 "Y" 0 0 0 0 50.5 23 0 0 3.68235823712367 0 175.93
119 5 668.99 0 133.79 11 0.2 0 0 0 0.44 0.26 0 0.08 0 0 0 0 0 0 0.79 0 0 668.99 0 0 532 0.67 15 482 96.4 0 5 0 7 1 264 "Y" 0 6 0 0 53.55 4 0 1 4.55482381155135 0 48.99
81 12 337.83 1 28.15 16 0.07 0.02 0.09 0.01 0.17 0.05 0 0.02 0 0 0 0.006894 0.06 0.00928 0 0 234.35 103.48 0 0 37.49 0.53 21 614 51.16 0.2 14 3 25 5 2758 "Y" 0 9 5 55.56 12.28 15 1.14 1 1.81482474215905 0 76.84
124 2 259 0 129.5 11 0.14 0 0 0.18 0.41 0.24 0 0 0 0 0 0 0 0 0 0 0 259 0 0 49 0.71 9 320 160 0 4 0 4 2 595 "N" 0 2 0 0 64 40 0 0 3.37485340632255 0 210
252 2 113 1 56.5 11 0.21 0 0 0 0 0 0 0 0 0 0 0 0.78 0 0 0 0 113 0 0 0 0.38 7 586 293 0.5 2 0 3 2 173 "Y" 0 4 0 0 83.71 25 0 0 4.19010918420648 0 0
55 6 172.54 0 28.75 11 0.39 0 0.08 0.01 0 0 0.19 0 0.14 0 0 0 0 0 0 0 0 172.54 0 0 0 0.41 12 643 107.16 0.13 5 0 10 2 576 "Y" 0 6 0 0 80.37 11 0.17 0 3.13070013396448 21.58 0
34 7 1526.04 0 218 16 0.09 0.01 0 0.09 0.25 0.15 0.03 0.04 0.1 0 0 0.03 0.07 0 0.03 0 1500.55 25.49 0 0 0 0.6 19 280 40 0.15 18 2 50 2 2840 "Y" 0 8 3 37.5 18.66 24 0.11 0 2.54474665014402 527 623.62
78 3 190.5 1 63.5 16 0.27 0.08 0 0.14 0 0 0.32 0 0 0 0 0 0 0.02 0 0 185.5 5 0 0 0 0.64 9 684 228 0.16 7 1 8 2 1620 "Y" 0 4 0 0 76 38 0.17 0 3.04261585945284 0 117.25
162 3 98.5 0 32.83 11 0.2 0 0 0.12 0 0 0 0 0.67 0 0 0 0 0 0 0 0 98.5 0 0 0 0.33 6 269 89.66 0.35 3 0 4 1 4642 "Y" 0 1 0 0 44.83 23 0 1 3.92454428598182 0 86
25 7 550.15 1 78.59 16 0.3 0.05 0 0.25 0 0.08 0.19 0 0 0 0.05 0 0.05 0 0 0 507.18 10 32.97 74 0 0.43 14 699 99.85 0.31 8 1 22 3 1670 "Y" 0 7 1 14.29 34.95 5 0 1 3.05163990549229 51.98 137.93
50 4 479.8 1 119.95 16 0.08 0.03 0.11 0.07 0.12 0 0.03 0.1 0.14 0.2 0 0.01 0 0.01 0 0 314.6 165.2 0 0 0 0.53 21 572 143 0.17 14 1 18 2 2533 "Y" 0 10 1 10 71.5 10 0.19 0 2.57945896672922 81.37 0
1 14 952.38 1 68.02 11 0.09 0 0.02 0.18 0.1 0.02 0.13 0.03 0 0 0.01 0.001689 0.16 0.02 0 0 0 952.38 0 73 1.99 0.48 22 657 46.92 0.35 16 4 34 1 4510 "Y" 0 10 3 30 18.77 25 0.23 1 2.34468626901268 11.98 44.25
54 5 134.47 0 26.89 11 0 0.11 0 0 0 0 0 0.2 0.45 0 0 0 0 0 0 0 89.49 44.98 0 0 0 0.56 3 607 121.4 0.13 4 0 6 2 4660 "Y" 0 0 0 0 50.58 10 0.29 0 3.26918863874179 9.5 79.99
21 14 911.2 1 65.08 16 0.14 0.04 0.06 0.11 0.06 0.11 0.1 0.04 0.05 0 0 0.04 0.15 0.02 0.06 0 820.72 90.48 0 88.97 344.45 0.5 22 684 48.85 0.23 21 0 42 3 1603 "Y" 1 9 5 55.56 15.9 35 0.01 1 2.33795223683134 0 77.97
264 1 88.48 0 88.48 16 0 0 0 0.14 0.39 0 0 0.23 0 0 0 0 0.22 0 0 0 68.48 20 0 0 0 0.26 3 264 264 0.29 4 0 4 2 2936 "Y" 0 0 0 0 88 5 0 0 3.34533224882076 0 0
